invoice_line_no,date,itemno,pack,sale_bottles,sale_dollars,state_bottle_retail,vendor_no
S03918400009,2012-02-06T00:00:00.000,19068,6,1,27.55,27.55,65
S03919400080,2012-02-06T00:00:00.000,19068,6,6,165.3,27.55,65
S03920500022,2012-02-06T00:00:00.000,19068,6,6,165.3,27.55,65
S03920700021,2012-02-06T00:00:00.000,19068,6,6,165.3,27.55,65
S03920900003,2012-02-06T00:00:00.000,19068,6,6,165.3,27.55,65
S03922600002,2012-02-06T00:00:00.000,19068,6,6,165.3,27.55,65
S03923300015,2012-02-06T00:00:00.000,19068,6,6,165.3,27.55,65
S03929500018,2012-02-06T00:00:00.000,19068,6,6,165.3,27.55,65
S03932700030,2012-02-06T00:00:00.000,19068,6,1,27.55,27.55,65
S03934600011,2012-02-06T00:00:00.000,19068,6,2,55.1,27.55,65
S03935300023,2012-02-06T00:00:00.000,19068,6,4,110.2,27.55,65
S03937200005,2012-02-06T00:00:00.000,19068,6,30,826.5,27.55,65
S03951600066,2012-02-07T00:00:00.000,19068,6,1,27.55,27.55,65
S03951500059,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03950700024,2012-02-07T00:00:00.000,19068,6,2,55.1,27.55,65
S03949500014,2012-02-07T00:00:00.000,19068,6,2,55.1,27.55,65
S03947000009,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03946200033,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03945200003,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03943400007,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03943300005,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03938800021,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03938500017,2012-02-07T00:00:00.000,19068,6,2,55.1,27.55,65
S03943200022,2012-02-07T00:00:00.000,19068,6,2,55.1,27.55,65
S03947600009,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03952200002,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03967200056,2012-02-07T00:00:00.000,19068,6,2,55.1,27.55,65
S03966200017,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03965400037,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03965300025,2012-02-07T00:00:00.000,19068,6,12,330.6,27.55,65
S03964000017,2012-02-07T00:00:00.000,19068,6,2,55.1,27.55,65
S03961900038,2012-02-07T00:00:00.000,19068,6,90,2479.5,27.55,65
S03961800006,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03961200059,2012-02-07T00:00:00.000,19068,6,2,55.1,27.55,65
S03959700005,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03957600039,2012-02-07T00:00:00.000,19068,6,2,55.1,27.55,65
S03953200076,2012-02-07T00:00:00.000,19068,6,1,27.55,27.55,65
S03952400016,2012-02-07T00:00:00.000,19068,6,6,165.3,27.55,65
S03983900004,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S03990500017,2012-02-08T00:00:00.000,19068,6,3,82.65,27.55,65
S03991000019,2012-02-08T00:00:00.000,19068,6,2,55.1,27.55,65
S03946600004,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S03970200019,2012-02-08T00:00:00.000,19068,6,4,110.2,27.55,65
S03970500024,2012-02-08T00:00:00.000,19068,6,3,82.65,27.55,65
S03970700027,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S03972500006,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S03980300034,2012-02-08T00:00:00.000,19068,6,1,27.55,27.55,65
S03989000009,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S03989300010,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S03991300059,2012-02-08T00:00:00.000,19068,6,1,27.55,27.55,65
S03991700006,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S03992000051,2012-02-08T00:00:00.000,19068,6,2,55.1,27.55,65
S03992100012,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S03997100027,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S03998500005,2012-02-08T00:00:00.000,19068,6,6,165.3,27.55,65
S04022900009,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04006900019,2012-02-09T00:00:00.000,19068,6,1,27.55,27.55,65
S03996800010,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04000400004,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04004400009,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04008200003,2012-02-09T00:00:00.000,19068,6,90,2479.5,27.55,65
S04023100013,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04011500018,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04011600032,2012-02-09T00:00:00.000,19068,6,12,330.6,27.55,65
S04013000004,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04016800018,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04018400069,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04019700005,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04020800001,2012-02-09T00:00:00.000,19068,6,6,165.3,27.55,65
S04021000008,2012-02-09T00:00:00.000,19068,6,1,27.55,27.55,65
S04032100051,2012-02-13T00:00:00.000,19068,6,2,55.1,27.55,65
S04052200046,2012-02-13T00:00:00.000,19068,6,1,27.55,27.55,65
S04051600003,2012-02-13T00:00:00.000,19068,6,30,826.5,27.55,65
S04051500024,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04051100007,2012-02-13T00:00:00.000,19068,6,2,55.1,27.55,65
S04045300030,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04048400021,2012-02-13T00:00:00.000,19068,6,1,27.55,27.55,65
S04045100004,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04043600029,2012-02-13T00:00:00.000,19068,6,2,55.1,27.55,65
S04042400003,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04040300075,2012-02-13T00:00:00.000,19068,6,60,1653,27.55,65
S04039900009,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04039000009,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04035100050,2012-02-13T00:00:00.000,19068,6,2,55.1,27.55,65
S04026900025,2012-02-13T00:00:00.000,19068,6,2,55.1,27.55,65
S04028400006,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04029300020,2012-02-13T00:00:00.000,19068,6,1,27.55,27.55,65
S04033100004,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04029400002,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04033700006,2012-02-13T00:00:00.000,19068,6,1,27.55,27.55,65
S04034300008,2012-02-13T00:00:00.000,19068,6,6,165.3,27.55,65
S04052600004,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04074600015,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04073400003,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04072700065,2012-02-14T00:00:00.000,19068,6,1,27.55,27.55,65
S04072100028,2012-02-14T00:00:00.000,19068,6,1,27.55,27.55,65
S04071800048,2012-02-14T00:00:00.000,19068,6,30,826.5,27.55,65
S04069400005,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04067000041,2012-02-14T00:00:00.000,19068,6,3,82.65,27.55,65
S04065600022,2012-02-14T00:00:00.000,19068,6,1,27.55,27.55,65
S04065000051,2012-02-14T00:00:00.000,19068,6,1,27.55,27.55,65
S04063800028,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04063600004,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04063500015,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04063200011,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04062500101,2012-02-14T00:00:00.000,19068,6,2,55.1,27.55,65
S04061900018,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04061600034,2012-02-14T00:00:00.000,19068,6,1,27.55,27.55,65
S04059700003,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04081000065,2012-02-14T00:00:00.000,19068,6,12,330.6,27.55,65
S04076500016,2012-02-14T00:00:00.000,19068,6,2,55.1,27.55,65
S04076400068,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04064800057,2012-02-14T00:00:00.000,19068,6,1,27.55,27.55,65
S04062000024,2012-02-14T00:00:00.000,19068,6,1,27.55,27.55,65
S04059500072,2012-02-14T00:00:00.000,19068,6,6,165.3,27.55,65
S04057000060,2012-02-14T00:00:00.000,19068,6,1,27.55,27.55,65
S04092500064,2012-02-15T00:00:00.000,19068,6,2,55.1,27.55,65
S04105400003,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04087100011,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04086100015,2012-02-15T00:00:00.000,19068,6,1,27.55,27.55,65
S04082800013,2012-02-15T00:00:00.000,19068,6,2,55.1,27.55,65
S04083100005,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04083400004,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04091500030,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04093200005,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04096800047,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04098500003,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04098900015,2012-02-15T00:00:00.000,19068,6,1,27.55,27.55,65
S04100800005,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04101000012,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04101600034,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04101700032,2012-02-15T00:00:00.000,19068,6,2,55.1,27.55,65
S04103000005,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04105000056,2012-02-15T00:00:00.000,19068,6,3,82.65,27.55,65
S04105500048,2012-02-15T00:00:00.000,19068,6,1,27.55,27.55,65
S04105600005,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04105800029,2012-02-15T00:00:00.000,19068,6,2,55.1,27.55,65
S04106300017,2012-02-15T00:00:00.000,19068,6,2,55.1,27.55,65
S04108500019,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04109100017,2012-02-15T00:00:00.000,19068,6,1,27.55,27.55,65
S04110000084,2012-02-15T00:00:00.000,19068,6,1,27.55,27.55,65
S04111400016,2012-02-15T00:00:00.000,19068,6,6,165.3,27.55,65
S04123000012,2012-02-16T00:00:00.000,19068,6,2,55.1,27.55,65
S04119500047,2012-02-16T00:00:00.000,19068,6,2,55.1,27.55,65
S04121800004,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04119000034,2012-02-16T00:00:00.000,19068,6,2,55.1,27.55,65
S04118900024,2012-02-16T00:00:00.000,19068,6,54,1487.7,27.55,65
S04118700032,2012-02-16T00:00:00.000,19068,6,1,27.55,27.55,65
S04117400005,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04116600016,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04114900031,2012-02-16T00:00:00.000,19068,6,2,55.1,27.55,65
S04114100022,2012-02-16T00:00:00.000,19068,6,2,55.1,27.55,65
S04133800017,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04132700019,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04132400060,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04131800006,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04131100035,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04130400018,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04128500031,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04128000100,2012-02-16T00:00:00.000,19068,6,6,165.3,27.55,65
S04154600004,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04156800001,2012-02-20T00:00:00.000,19068,6,24,661.2,27.55,65
S04161000132,2012-02-20T00:00:00.000,19068,6,2,55.1,27.55,65
S04161200024,2012-02-20T00:00:00.000,19068,6,2,55.1,27.55,65
S04163800003,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04164200009,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04165600016,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04165700012,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04170600004,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04171700004,2012-02-20T00:00:00.000,19068,6,12,330.6,27.55,65
S04147000003,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04147200003,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04148200025,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04151400062,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04153200001,2012-02-20T00:00:00.000,19068,6,6,165.3,27.55,65
S04179000039,2012-02-21T00:00:00.000,19068,6,1,27.55,27.55,65
S04178300041,2012-02-21T00:00:00.000,19068,6,1,27.55,27.55,65
S04177700036,2012-02-21T00:00:00.000,19068,6,1,27.55,27.55,65
S04175300031,2012-02-21T00:00:00.000,19068,6,2,55.1,27.55,65
S04185400013,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04186700050,2012-02-21T00:00:00.000,19068,6,2,55.1,27.55,65
S04186900002,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04191900005,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04195800119,2012-02-21T00:00:00.000,19068,6,1,27.55,27.55,65
S04198100003,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04198800036,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04153100009,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04190300060,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04182600018,2012-02-21T00:00:00.000,19068,6,3,82.65,27.55,65
S04182900005,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04184600009,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04199100146,2012-02-21T00:00:00.000,19068,6,3,82.65,27.55,65
S04190700047,2012-02-21T00:00:00.000,19068,6,2,55.1,27.55,65
S04174600003,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04169700012,2012-02-21T00:00:00.000,19068,6,2,55.1,27.55,65
S04163100015,2012-02-21T00:00:00.000,19068,6,1,27.55,27.55,65
S04139200005,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04184000060,2012-02-21T00:00:00.000,19068,6,2,55.1,27.55,65
S04182100001,2012-02-21T00:00:00.000,19068,6,48,1322.4,27.55,65
S04181700038,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04179900023,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04179100010,2012-02-21T00:00:00.000,19068,6,6,165.3,27.55,65
S04203700008,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04215000007,2012-02-22T00:00:00.000,19068,6,2,55.1,27.55,65
S04227900007,2012-02-22T00:00:00.000,19068,6,1,27.55,27.55,65
S04216300017,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04216600049,2012-02-22T00:00:00.000,19068,6,1,27.55,27.55,65
S04218300027,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04218500031,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04219700020,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04220200031,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04220500002,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04221100016,2012-02-22T00:00:00.000,19068,6,1,27.55,27.55,65
S04225000006,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04226900050,2012-02-22T00:00:00.000,19068,6,2,55.1,27.55,65
S04194900001,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04203500010,2012-02-22T00:00:00.000,19068,6,2,55.1,27.55,65
S04205700019,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04204600002,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04205900025,2012-02-22T00:00:00.000,19068,6,1,27.55,27.55,65
S04206200041,2012-02-22T00:00:00.000,19068,6,1,27.55,27.55,65
S04209800013,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04213300003,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04213700007,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04214500032,2012-02-22T00:00:00.000,19068,6,12,330.6,27.55,65
S04215800010,2012-02-22T00:00:00.000,19068,6,6,165.3,27.55,65
S04229400022,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04237200010,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04237300051,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04239600003,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04243500030,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04246300015,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04246700002,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04249100016,2012-02-23T00:00:00.000,19068,6,1,27.55,27.55,65
S04236400001,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04235500029,2012-02-23T00:00:00.000,19068,6,3,82.65,27.55,65
S04235200036,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04235000007,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04233900018,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04231900005,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04231700004,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04231000022,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04229600061,2012-02-23T00:00:00.000,19068,6,42,1157.1,27.55,65
S04229500005,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04229100014,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04239700004,2012-02-23T00:00:00.000,19068,6,12,330.6,27.55,65
S04249800009,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04234000032,2012-02-23T00:00:00.000,19068,6,2,55.1,27.55,65
S04240300036,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04242400003,2012-02-23T00:00:00.000,19068,6,6,165.3,27.55,65
S04242600013,2012-02-23T00:00:00.000,19068,6,1,27.55,27.55,65
S04266900004,2012-02-27T00:00:00.000,19068,6,6,165.3,27.55,65
S04264600006,2012-02-27T00:00:00.000,19068,6,6,165.3,27.55,65
S04280200055,2012-02-27T00:00:00.000,19068,6,6,165.3,27.55,65
S04284100059,2012-02-27T00:00:00.000,19068,6,1,27.55,27.55,65
S04267600017,2012-02-27T00:00:00.000,19068,6,2,55.1,27.55,65
S04268900066,2012-02-27T00:00:00.000,19068,6,2,55.1,27.55,65
S04270400001,2012-02-27T00:00:00.000,19068,6,6,165.3,27.55,65
S04271500004,2012-02-27T00:00:00.000,19068,6,6,165.3,27.55,65
S04283400023,2012-02-27T00:00:00.000,19068,6,1,27.55,27.55,65
S04281000004,2012-02-27T00:00:00.000,19068,6,6,165.3,27.55,65
S04276000028,2012-02-27T00:00:00.000,19068,6,1,27.55,27.55,65
S04266300015,2012-02-27T00:00:00.000,19068,6,6,165.3,27.55,65
S04257000031,2012-02-27T00:00:00.000,19068,6,2,55.1,27.55,65
S04273100002,2012-02-27T00:00:00.000,19068,6,6,165.3,27.55,65
S04260700002,2012-02-27T00:00:00.000,19068,6,6,165.3,27.55,65
S04292300037,2012-02-28T00:00:00.000,19068,6,1,27.55,27.55,65
S04310800008,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04297300021,2012-02-28T00:00:00.000,19068,6,1,27.55,27.55,65
S04288800011,2012-02-28T00:00:00.000,19068,6,30,826.5,27.55,65
S04285400006,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04287500054,2012-02-28T00:00:00.000,19068,6,3,82.65,27.55,65
S04288500018,2012-02-28T00:00:00.000,19068,6,2,55.1,27.55,65
S04290800034,2012-02-28T00:00:00.000,19068,6,2,55.1,27.55,65
S04291000039,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04292700009,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04295100001,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04295600003,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04297000050,2012-02-28T00:00:00.000,19068,6,1,27.55,27.55,65
S04298400032,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04299800029,2012-02-28T00:00:00.000,19068,6,2,55.1,27.55,65
S04303600011,2012-02-28T00:00:00.000,19068,6,2,55.1,27.55,65
S04304100014,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04306500016,2012-02-28T00:00:00.000,19068,6,1,27.55,27.55,65
S04306900011,2012-02-28T00:00:00.000,19068,6,2,55.1,27.55,65
S04309800074,2012-02-28T00:00:00.000,19068,6,30,826.5,27.55,65
S04310100020,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04313700002,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04314300192,2012-02-28T00:00:00.000,19068,6,2,55.1,27.55,65
S04314700061,2012-02-28T00:00:00.000,19068,6,6,165.3,27.55,65
S04340700020,2012-02-29T00:00:00.000,19068,6,1,27.55,27.55,65
S04321500030,2012-02-29T00:00:00.000,19068,6,1,27.55,27.55,65
S04323100019,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04330000001,2012-02-29T00:00:00.000,19068,6,12,330.6,27.55,65
S04340600016,2012-02-29T00:00:00.000,19068,6,1,27.55,27.55,65
S04289900005,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04343000011,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04340500015,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04343400003,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04339500020,2012-02-29T00:00:00.000,19068,6,2,55.1,27.55,65
S04339400028,2012-02-29T00:00:00.000,19068,6,3,82.65,27.55,65
S04338100002,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04337300005,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04335700004,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04334800047,2012-02-29T00:00:00.000,19068,6,1,27.55,27.55,65
S04334700064,2012-02-29T00:00:00.000,19068,6,2,55.1,27.55,65
S04343900035,2012-02-29T00:00:00.000,19068,6,1,27.55,27.55,65
S04337900018,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04336000001,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04341800040,2012-02-29T00:00:00.000,19068,6,1,27.55,27.55,65
S04333800018,2012-02-29T00:00:00.000,19068,6,1,27.55,27.55,65
S04332400010,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04330700018,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04330400008,2012-02-29T00:00:00.000,19068,6,6,165.3,27.55,65
S04350600034,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04352300080,2012-03-01T00:00:00.000,19068,6,90,2389.5,26.55,65
S04359500003,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04318900012,2012-03-01T00:00:00.000,19068,6,2,53.1,26.55,65
S04344300053,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04351800027,2012-03-01T00:00:00.000,19068,6,3,79.65,26.55,65
S04352400008,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04353700004,2012-03-01T00:00:00.000,19068,6,2,53.1,26.55,65
S04354300004,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04357100027,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04357400008,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04358000066,2012-03-01T00:00:00.000,19068,6,48,1274.4,26.55,65
S04359000049,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04359300005,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04359900017,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04361400006,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04364500139,2012-03-01T00:00:00.000,19068,6,1,26.55,26.55,65
S04364800048,2012-03-01T00:00:00.000,19068,6,6,159.3,26.55,65
S04377600003,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04373800005,2012-03-05T00:00:00.000,19068,6,12,318.6,26.55,65
S04368300001,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04397100012,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04372500004,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04398600027,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04377900005,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04379100019,2012-03-05T00:00:00.000,19068,6,2,53.1,26.55,65
S04379200080,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04380500032,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04381100013,2012-03-05T00:00:00.000,19068,6,3,79.65,26.55,65
S04384500013,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04385100036,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04385200012,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04387000048,2012-03-05T00:00:00.000,19068,6,6,159.3,26.55,65
S04388000009,2012-03-05T00:00:00.000,19068,6,2,53.1,26.55,65
S04392400017,2012-03-05T00:00:00.000,19068,6,1,26.55,26.55,65
S04395100021,2012-03-05T00:00:00.000,19068,6,1,26.55,26.55,65
S04426300012,2012-03-06T00:00:00.000,19068,6,2,53.1,26.55,65
S04406700010,2012-03-06T00:00:00.000,19068,6,6,159.3,26.55,65
S04369500003,2012-03-06T00:00:00.000,19068,6,18,477.9,26.55,65
S04406300008,2012-03-06T00:00:00.000,19068,6,6,159.3,26.55,65
S04406400075,2012-03-06T00:00:00.000,19068,6,6,159.3,26.55,65
S04408700029,2012-03-06T00:00:00.000,19068,6,6,159.3,26.55,65
S04409400020,2012-03-06T00:00:00.000,19068,6,6,159.3,26.55,65
S04409900060,2012-03-06T00:00:00.000,19068,6,2,53.1,26.55,65
S04410000011,2012-03-06T00:00:00.000,19068,6,2,53.1,26.55,65
S04410200019,2012-03-06T00:00:00.000,19068,6,6,159.3,26.55,65
